"","iid","tr","ID_tr.x","begin.x","end.x","duration.x","belief_cost.x","kwh_led.x","kwh_cfl.x","yuan.x","belief_carbon.x","relative_1.x","relative_2.x","q1.x","q2.x","q3.x","q4.x","q5.x","q6.x","q7.x","q8.x","q9.x","q10.x","q11.x","q12.x","q13.x","q14.x","q15.x","r2_q1","r2_q2","r2_q3","r2_q4","r2_q5","r2_q6","r2_q7","r2_q8","r2_q9","r2_q10","r2_q11","r2_q12","r2_q13","r2_q14","r2_q15","income.x","home.x","own_bulb.x","w_price.x","w_life.x","w_energy.x","w_carbon.x","w_light.x","w_hg.x","cc_belief.x","cc_support_1.x","cc_support_2.x","cc_support_3.x","cc_support_4.x","cc_support_5.x","cc_support_6.x","cc_action_1.x","cc_action_2.x","cc_action_3.x","cc_action_4.x","ideal.x","purpose.x","purpose_other.x","self_monitor_1","self_monitor_2","self_monitor_3","self_monitor_4","self_monitor_5","self_monitor_6","country","prov","city","gender","age","degree","switch_1","switch_2","ID_tr.y","begin.y","end.y","duration.y","地理位置国家和地区","地理位置省","地理位置市","belief_cost.y","kwh_led.y","kwh_cfl.y","yuan.y","belief_carbon.y","relative_1.y","relative_2.y","q1.y","q2.y","q3.y","q4.y","q5.y","q6.y","q7.y","q8.y","q9.y","q10.y","q11.y","q12.y","q13.y","q14.y","q15.y","income.y","home.y","own_bulb.y","w_price.y","w_life.y","w_energy.y","w_carbon.y","w_light.y","w_hg.y","cc_belief.y","cc_support_1.y","cc_support_2.y","cc_support_3.y","cc_support_4.y","cc_support_5.y","cc_support_6.y","cc_action_1.y","cc_action_2.y","cc_action_3.y","cc_action_4.y","ideal.y","purpose.y","purpose_other.y","switch_1_new"
"197","o34xe0-Sfoe6oOIVdGqiZuevIkug","C",385,"2021/1/7 19:16","2021/1/7 19:24",472,1,70,50,30,2,NA,5,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,"",1,2,2,2,2,2,"中国","广东省","","A.男",40,"C.大学专科",6,6,370,"2021/2/5 17:09","2021/2/5 17:15",389,"中国","广东省","深圳市",2,80,70,100,2,NA,8,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,10,4,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,5,9,"",50
"199","o34xe0-SI5zoIhQfYcbX-lh6WMok","C",448,"2021/1/8 10:19","2021/1/8 10:27",498,2,6,10,20,3,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,3,4,1,"",3,2,2,2,3,2,"中国","江西省","","B.女",37,"D.大学本科",42,42,1143,"2021/2/5 17:54","2021/2/5 17:59",277,"中国","江西省","",3,87.6,87,7,3,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,15,1,1,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,1,3,4,8,"",42
"200","o34xe0-SZmFUrfeI3cKyCIHGDVq4","C",275,"2021/1/7 17:52","2021/1/7 17:56",246,2,100,120,20,2,NA,3,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,4,5,"",1,2,2,2,1,2,"中国","河北省","唐山市","A.男",27,"B.高中/中专/技校",58,62,244,"2021/2/5 17:10","2021/2/5 17:13",204,"中国","浙江省","杭州市",2,100,150,10,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,1,1,1,1,1,2,1,2,2,2,3,4,1,1,1,1,4,8,"",62
"201","o34xe0-tFrWoFppDZCWxzwJGeJU8","M",402,"2021/1/7 20:36","2021/1/7 20:40",221,2,90,150,30,2,NA,6,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,2,1,2,2,2,3,2,2,1,1,1,2,1,2,2,2,2,2,3,6,1,"",2,2,2,2,3,2,"中国","广东省","","A.男",28,"D.大学本科",58,62,552,"2021/2/5 17:17","2021/2/5 17:19",146,"中国","广东省","",2,30,40,25,2,NA,6,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,15,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,3,6,8,"",50
"204","o34xe0-W2Hiy0tgj6OZp6kaG9hZk","E",176,"2021/1/7 17:28","2021/1/7 17:32",209,2,1300,1600,100,2,NA,4,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,4,8,"",4,4,1,4,1,1,"中国","四川省","","B.女",24,"C.大学专科",14,62,864,"2021/2/5 17:30","2021/2/5 17:34",194,"中国","四川省","",1,400,300,600,2,NA,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,0.01,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,9,"",2
"205","o34xe0-whjTlEdjA9tlK_EJENci4","M",239,"2021/1/7 17:28","2021/1/7 17:45",963,2,86.4,120,18,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,32,1,1,3,1,1,1,2,1,1,1,2,1,1,2,3,1,1,1,2,6,5,"",1,3,2,1,1,1,"中国","浙江省","","B.女",28,"D.大学本科",62,62,958,"2021/2/5 17:29","2021/2/5 17:40",655,"中国","浙江省","杭州市",2,85,136,32,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,42,1,1,2,1,1,1,2,1,1,1,3,2,1,1,2,1,1,2,1,5,9,"",62
"206","o34xe0-wlxiTvk-RfYYQREqIuHoc","M",234,"2021/1/7 17:29","2021/1/7 17:44",880,2,90,100,10,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,10,5,2,1,2,1,4,2,2,3,2,2,3,3,2,2,1,2,1,4,3,1,"",2,3,2,2,2,2,"中国","四川省","绵阳市","A.男",45,"B.高中/中专/技校",34,38,702,"2021/2/5 17:19","2021/2/5 17:25",312,"中国","四川省","成都市",2,60,80,10,1,2,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20000,2,1,1,1,1,3,2,3,3,3,2,2,2,2,2,1,1,1,2,3,4,"",62
"207","o34xe0-xSYc177gXt13-bI2wVQwI","M",50,"2021/1/7 17:17","2021/1/7 17:21",216,2,5,2,2,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,2,3,1,2,5,"",1,1,2,2,1,1,"中国","湖北省","孝感市","A.男",33,"B.高中/中专/技校",62,62,925,"2021/2/5 17:36","2021/2/5 17:38",137,"中国","湖北省","孝感市",2,300,150,300,2,NA,3,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,40000,1,1,2,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,"",58
"211","o34xe0-z0ENFsCvav9PAyh6d4eIo","M",71,"2021/1/7 17:17","2021/1/7 17:23",341,2,175,175.2,20,2,NA,8,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15,1,1,2,2,2,4,1,2,2,2,2,2,2,3,2,1,1,3,2,3,3,"",1,2,2,1,2,1,"中国","湖北省","","A.男",27,"D.大学本科",62,62,1882,"2021/2/7 12:07","2021/2/7 12:10",200,"中国","湖北省","武汉市",2,100,200,500,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15,1,1,2,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,3,4,2,"",62
"212","o34xe0-ZHaIxUc6goz3oJB3mXhDk","E",35,"2021/1/7 17:17","2021/1/7 17:21",256,3,500,500,100,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,5,2,4,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,3,1,7,"",2,3,3,2,2,2,"中国","浙江省","杭州市","B.女",44,"B.高中/中专/技校",2,2,893,"2021/2/5 17:33","2021/2/5 17:35",127,"中国","浙江省","杭州市",3,100,150,50,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,8,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,"",2
"214","o34xe0-zsQtLv_8jdDqip43Q-6bc","M",135,"2021/1/7 17:25","2021/1/7 17:28",235,3,0,0,0,1,5,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,50,1,1,3,2,2,3,1,3,2,2,2,2,2,3,3,2,2,2,3,4,1,"",2,2,3,2,3,3,"中国","浙江省","杭州市","A.男",34,"D.大学本科",50,62,53,"2021/2/5 17:09","2021/2/5 17:10",84,"中国","浙江省","杭州市",3,60,50,50,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,50,1,1,3,3,3,3,2,3,2,2,2,2,2,2,2,2,3,2,3,4,9,"",2
"216","o34xe00_knLYTbvYN1gup8NTzdyU","C",79,"2021/1/7 17:17","2021/1/7 17:23",390,1,50,40,10,2,NA,1,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,20,1,2,2,1,2,3,2,2,1,1,1,1,2,2,3,2,3,1,2,4,9,"",2,3,2,2,2,2,"中国","广东省","","B.女",40,"C.大学专科",14,14,1889,"2021/2/7 12:09","2021/2/7 12:12",184,"中国","广东省","东莞市",1,86,70,16,3,NA,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,1e+05,2,4,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,9,"",18
"217","o34xe00_rgV2CLn8wKP6TYgyjl2o","E",315,"2021/1/7 18:04","2021/1/7 18:12",453,2,100,200,100,2,NA,6,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,7,"",2,2,2,2,2,2,"中国","山东省","","B.女",38,"B.高中/中专/技校",58,62,1367,"2021/2/5 18:45","2021/2/5 18:49",205,"中国","山东省","威海市",3,500,500,100,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,1,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,8,"",50
"218","o34xe00-3MyTftHKUuXn53Z2Hk78","E",200,"2021/1/7 17:30","2021/1/7 17:35",288,2,30,50,20,2,NA,3,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,6,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,4,1,"",2,2,2,2,2,2,"中国","北京市","北京市","A.男",29,"D.大学本科",50,50,1255,"2021/2/5 18:18","2021/2/5 18:20",139,"中国","广西壮族自治区","",3,360,365,5,2,NA,2,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,"",50
"219","o34xe00-TbDuE6QHgOLTL03xBkRw","C",399,"2021/1/7 19:52","2021/1/7 20:01",507,2,15,30,10,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,2,1,3,2,2,3,2,2,3,2,2,3,4,4,4,2,2,2,3,6,3,"",2,3,3,2,3,1,"中国","广东省","肇庆市","A.男",41,"D.大学本科",62,62,798,"2021/2/5 17:24","2021/2/5 17:29",335,"中国","广东省","",2,10,30,20,3,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10,2,1,2,2,2,3,2,1,3,2,2,3,4,4,4,2,2,2,3,6,3,"",58
"221","o34xe000bnRLqUpOOarX0tK6qxQw","E",172,"2021/1/7 17:26","2021/1/7 17:31",304,1,150,100,20,1,4,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"",2,3,2,2,2,2,"中国","陕西省","商洛市","B.女",44,"D.大学本科",50,62,586,"2021/2/5 17:15","2021/2/5 17:20",322,"中国","陕西省","商洛市",3,150,155,50,2,NA,3,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,3,1,3,1,2,2,1,2,1,1,2,2,2,3,2,1,1,2,2,5,1,"",50
"222","o34xe000kgoBi5r4GXZR1hcfXlhk","M",259,"2021/1/7 17:48","2021/1/7 17:52",200,2,87.6,87.6,200,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,"",2,2,2,1,2,2,"中国","四川省","成都市","A.男",29,"E.硕士及以上",34,62,884,"2021/2/5 17:33","2021/2/5 17:35",94,"中国","安徽省","",1,0.5,25,5,2,NA,1,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,9,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,"",58
"223","o34xe001ZwWAoDoufyaGeRTxFCfg","M",164,"2021/1/7 17:26","2021/1/7 17:31",338,2,4,3,365,3,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0.7,2,3,2,2,1,3,2,1,2,1,3,2,2,3,3,1,1,1,4,4,1,"",3,2,2,2,3,3,"中国","江西省","","B.女",32,"D.大学本科",30,58,1962,"2021/2/7 12:43","2021/2/7 13:01",1081,"中国","江西省","南昌市",3,240,240,240,3,NA,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,0.7,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,4,2,9,"",22
"227","o34xe004nONrq-qCF6f8tPo3U3R0","M",30,"2021/1/7 17:15","2021/1/7 17:20",281,3,365,365,590,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.5,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,4,3,"",2,2,2,2,2,2,"中国","重庆市","重庆市","A.男",31,"B.高中/中专/技校",62,62,1134,"2021/2/5 17:55","2021/2/5 17:58",152,"中国","重庆市","重庆市",2,200,300,100,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,"",62
"228","o34xe006bEoLOBW-qc9-SxRDspWs","E",228,"2021/1/7 17:35","2021/1/7 17:41",319,2,88,880,0,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,"",1,1,1,1,1,1,"中国","广东省","","A.男",26,"B.高中/中专/技校",2,30,291,"2021/2/5 17:12","2021/2/5 17:14",93,"中国","广东省","佛山市",3,100,100,50,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,8,"",62
"230","o34xe006JX2U4eUBkQcADbpII2zc","E",419,"2021/1/7 20:56","2021/1/7 21:03",427,2,10,30,12,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,12,1,1,3,1,2,2,1,1,1,1,1,3,2,1,1,2,2,1,3,6,4,"",3,3,2,2,2,2,"中国","江苏省","无锡市","A.男",35,"D.大学本科",62,62,1915,"2021/2/7 12:05","2021/2/7 12:21",983,"中国","江苏省","无锡市",2,0.05,0.08,40,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,12,1,1,2,1,2,2,2,1,1,1,1,3,2,1,2,2,2,1,3,4,2,"",62
"231","o34xe006keR3F288f7QKLsr2V_lM","M",40,"2021/1/7 17:16","2021/1/7 17:20",264,3,72,72,105,3,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,10,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,"",1,2,1,2,3,1,"中国","江苏省","","B.女",31,"B.高中/中专/技校",14,54,790,"2021/2/5 17:26","2021/2/5 17:29",189,"中国","江苏省","",2,720,710,650,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,38,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,9,"",62
"232","o34xe006mPbP7tus0n761HmlDpyc","M",58,"2021/1/7 17:20","2021/1/7 17:22",129,3,100,100,50,2,NA,5,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,10,1,1,1,1,4,1,1,1,3,4,3,3,2,3,3,2,1,1,2,1,2,"",1,1,2,2,1,2,"中国","四川省","成都市","A.男",56,"D.大学本科",2,18,236,"2021/2/5 17:11","2021/2/5 17:13",104,"中国","四川省","成都市",2,12,12,50,2,NA,4,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,16,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,3,4,"",18
"233","o34xe006oUj0MJAfS9t_to9V7omw","E",42,"2021/1/7 17:17","2021/1/7 17:22",292,2,1000,1600,400,3,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,6,9,"",2,2,2,1,1,1,"中国","湖北省","","B.女",49,"C.大学专科",58,58,2149,"2021/2/8 17:31","2021/2/8 17:35",227,"中国","湖北省","",2,60000,70000,1000,1,1,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,9,1,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,1,2,5,3,"",58
"234","o34xe008g4X3Ne_4wPcgZ1GWvgZk","M",118,"2021/1/7 17:19","2021/1/7 17:26",448,2,36,64,45,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,3,1,1,1,1,1,2,2,2,2,2,2,3,2,2,2,2,4,9,"",2,3,2,2,1,2,"中国","四川省","成都市","A.男",39,"C.大学专科",62,62,1358,"2021/2/5 18:41","2021/2/5 18:47",331,"中国","四川省","成都市",2,38,128,1200,2,NA,6,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5000,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,4,9,"",62
"237","o34xe00A1YjZMTHZ3XCgaCflKHWQ","M",94,"2021/1/7 17:16","2021/1/7 17:24",513,2,800,1000,200,3,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,20,2,4,2,2,2,3,1,1,2,2,3,3,2,2,3,1,3,1,3,5,3,"",2,2,1,2,1,2,"中国","广东省","广州市","B.女",27,"E.硕士及以上",42,42,357,"2021/2/5 17:09","2021/2/5 17:15",374,"中国","广东省","广州市",3,26.2,20,6,3,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,20,2,4,2,2,2,3,1,2,2,1,2,2,2,3,3,1,2,1,4,5,5,"",30
"238","o34xe00AE6L6wnpfrII-Akit5-b0","E",194,"2021/1/7 17:28","2021/1/7 17:34",358,3,80,80,550,2,NA,7,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,1,1,4,1,2,2,1,1,1,1,1,1,1,1,1,2,2,3,2,4,7,"",2,2,2,2,2,2,"中国","吉林省","吉林市","A.男",35,"D.大学本科",62,62,1990,"2021/2/7 13:42","2021/2/7 13:45",136,"中国","浙江省","杭州市",1,16,18,20,1,3,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,25,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,8,"",62
"239","o34xe00ASwZ15UKFLo96sb58MTv4","C",139,"2021/1/7 17:22","2021/1/7 17:27",313,2,87.6,100,6.5,2,NA,8,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,40,1,1,3,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,4,1,"",3,3,3,2,2,2,"中国","山东省","","A.男",30,"D.大学本科",62,62,2083,"2021/2/7 19:08","2021/2/7 19:12",212,"中国","山东省","",2,29.2,40,5,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,1,1,2,1,2,3,2,2,1,1,1,2,1,3,3,1,2,4,4,4,7,"",62
"240","o34xe00bulEJB22L4GeIXx1GM-Vo","E",197,"2021/1/7 17:27","2021/1/7 17:34",446,3,300,356,100,3,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,2,1,2,2,2,3,2,2,1,1,1,1,1,1,1,1,2,2,3,6,8,"",1,1,2,2,2,2,"中国","河北省","廊坊市","B.女",34,"B.高中/中专/技校",42,50,1261,"2021/2/5 18:14","2021/2/5 18:22",456,"中国","河北省","廊坊市",3,200,250,50,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,1,1,2,2,4,3,2,2,1,1,1,2,2,2,2,1,2,2,3,4,9,"",50
"242","o34xe00c8HLnz5vOfGWxxiUtUxVw","E",131,"2021/1/7 17:23","2021/1/7 17:27",260,2,2,100,20,2,NA,2,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1,1,1,3,4,1,"",2,2,1,2,2,2,"中国","山东省","潍坊市","B.女",35,"C.大学专科",42,50,1993,"2021/2/7 13:43","2021/2/7 13:46",168,"中国","山东省","潍坊市",2,3,30,20,2,NA,2,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,1,3,4,1,"",50
"243","o34xe00CfB291pe-AafmqW7Up1fc","C",314,"2021/1/7 17:16","2021/1/7 18:09",3143,2,88,88,50,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,3,3,"",2,3,2,1,1,2,"中国","河南省","信阳市","A.男",30,"B.高中/中专/技校",62,62,1142,"2021/2/5 17:47","2021/2/5 17:58",675,"中国","河南省","信阳市",2,88,88,88,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1.5,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,3,3,"",62
"244","o34xe00CjrXkVy6H9qXDhwU-R0pQ","E",36,"2021/1/7 17:17","2021/1/7 17:21",264,2,10,20,5,2,NA,5,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,2,1,1,1,1,1,1,1,3,2,2,2,2,2,1,1,1,1,1,3,4,"",1,1,1,1,1,1,"中国","山西省","太原市","A.男",42,"D.大学本科",6,54,1715,"2021/2/6 0:35","2021/2/6 0:37",167,"中国","山西省","晋城市",2,10,15,5,2,NA,5,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,3,2,"",50
"245","o34xe00CnIJCcmBftUsVGrCOeHn8","E",314,"2021/1/7 17:52","2021/1/7 18:12",1189,1,20,40,10,2,NA,4,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,5,1,3,1,1,2,3,2,3,1,1,2,2,3,3,1,1,1,2,4,8,"",2,3,2,2,2,2,"中国","河北省","衡水市","A.男",42,"A.初中及以下",62,62,562,"2021/2/5 17:09","2021/2/5 17:19",599,"中国","河北省","衡水市",1,15,25,5,2,NA,6,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,5,1,2,2,1,2,2,2,3,2,2,2,2,2,2,1,1,1,2,4,3,"",62
