"","iid","tr","ID_tr","begin","end","duration","belief_cost","kwh_led","kwh_cfl","yuan","belief_carbon","relative_1","relative_2","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14","q15","r2_q1","r2_q2","r2_q3","r2_q4","r2_q5","r2_q6","r2_q7","r2_q8","r2_q9","r2_q10","r2_q11","r2_q12","r2_q13","r2_q14","r2_q15","income","home","own_bulb","w_price","w_life","w_energy","w_carbon","w_light","w_hg","cc_belief","cc_support_1","cc_support_2","cc_support_3","cc_support_4","cc_support_5","cc_support_6","cc_action_1","cc_action_2","cc_action_3","cc_action_4","ideal","purpose","purpose_other","self_monitor_1","self_monitor_2","self_monitor_3","self_monitor_4","self_monitor_5","self_monitor_6","country","prov","city","gender","age","degree","switch_1","switch_2"
"604","o34xe02xWR7Y-Id4KI0wN0QKTVvw","E",255,"2021/1/7 17:42","2021/1/7 17:47",282,2,50,80,100,1,1,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,4,1,2,1,2,2,1,1,2,2,2,2,2,3,3,1,1,2,2,4,9,"",2,3,2,2,2,3,"中国","广东省","东莞市","A.男",30,"B.高中/中专/技校",62,62
"605","o34xe02ydzw-9beJwpfBy_hJsqsg","M",195,"2021/1/7 17:36","2021/1/7 17:37",50,3,25,25,25,1,4,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,25,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,3,1,4,9,"",1,1,1,1,1,1,"中国","广东省","东莞市",NA,NA,NA,62,62
"607","o34xe03_93BfncNxJJpbC4V7gG5I","E",346,"2021/1/7 18:17","2021/1/7 18:29",698,3,22,25,38,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,12,3,1,3,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,3,5,8,"",2,3,2,2,2,3,"中国","北京市","北京市","A.男",31,"E.硕士及以上",62,62
"608","o34xe03_Bf0mxrLLaBwOh98kWibk","C",85,"2021/1/7 17:21","2021/1/7 17:24",151,2,1,1,1000,2,NA,3,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,30,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,"",2,4,2,1,1,3,"中国","北京市","北京市","B.女",59,"D.大学本科",50,50
"609","o34xe03_HBUgEuT56KvOEcT3XqIw","C",361,"2021/1/7 18:46","2021/1/7 18:51",293,2,100,150,200,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,5,3,"",1,3,1,2,2,3,"中国","广东省","","B.女",26,"D.大学本科",62,62
"610","o34xe03_olsnWwouiVjzfhWlu5qg","M",442,"2021/1/8 8:14","2021/1/8 8:18",217,2,20,40,50,2,NA,3,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,15,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,3,3,4,4,"",2,2,2,2,2,2,"中国","吉林省","","B.女",29,"E.硕士及以上",58,58
"612","o34xe0304eCW0QKATa1mgM9O0qNY","E",326,"2021/1/7 18:00","2021/1/7 18:18",1040,2,75,150,100,2,NA,2,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,10,1,1,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,3,6,"",2,2,2,2,2,2,"中国","内蒙古自治区","包头市","A.男",54,"B.高中/中专/技校",58,26
"614","o34xe030tRlVhoEv3Ba3usVs4ajI","E",30,"2021/1/7 17:17","2021/1/7 17:21",257,3,88,87,88,3,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2,4,1,1,1,1,1,1,4,2,2,2,2,2,2,1,1,1,1,4,8,"",2,2,2,2,2,2,"中国","广东省","梅州市","A.男",35,"C.大学专科",58,62
"615","o34xe030vF8tk0ZtMp_Sv4nMek4Q","M",274,"2021/1/7 17:50","2021/1/7 17:57",439,2,12,24,8,2,NA,6,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,15,1,1,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,1,2,4,9,"",2,2,3,2,2,3,"中国","福建省","","B.女",35,"D.大学本科",50,58
"616","o34xe031f5yTcpJfxn48jWPmg3pk","E",298,"2021/1/7 17:43","2021/1/7 18:03",1218,2,29.2,87.6,31,2,NA,3,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,"",1,1,1,2,2,2,"中国","浙江省","衢州市","B.女",46,"C.大学专科",58,62
"617","o34xe031x_3-5XK-js5mMGHvMpIo","E",223,"2021/1/7 17:35","2021/1/7 17:39",213,2,86,90,100,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,"",1,1,1,1,1,1,"中国","江苏省","","B.女",30,"E.硕士及以上",62,62
"619","o34xe033-UyuuhwIzb8fudKKWMLc","E",195,"2021/1/7 17:26","2021/1/7 17:34",486,3,19,20,5,2,NA,2,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,2,1,1,1,1,1,1,2,3,2,4,4,1,2,1,2,4,8,"",2,2,2,1,2,3,"中国","辽宁省","","B.女",49,"C.大学专科",50,62
"620","o34xe033IaGkO8_olxmWtLXulA9o","M",283,"2021/1/7 17:56","2021/1/7 18:00",257,2,200,400,200,2,NA,6,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,2,1,1,1,1,1,1,2,2,2,2,3,1,2,1,4,4,1,"",2,3,2,2,1,2,"中国","云南省","西双版纳傣族自治州","A.男",38,"D.大学本科",50,58
"621","o34xe033KBUkVHRL0iwEvpTY1bwY","C",328,"2021/1/7 18:05","2021/1/7 18:19",880,2,8,16,10,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,5,11,"",1,3,1,1,1,2,"中国","山东省","德州市","B.女",35,"D.大学本科",62,62
"622","o34xe033Yh0bFbwrkCEPOC1RDPIg","C",261,"2021/1/7 17:45","2021/1/7 17:48",154,2,20,30,40,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,9,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,10,"",2,2,2,2,2,2,"中国","广东省","深圳市","B.女",37,"C.大学专科",62,46
"623","o34xe034hjo5VQKGzzRHRYow_9c0","C",89,"2021/1/7 17:16","2021/1/7 17:24",443,2,432,79,352,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,6,1,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,"",1,1,1,1,1,1,"中国","吉林省","长春市","B.女",28,"C.大学专科",2,2
"624","o34xe034p6H6RAnKXNH-yArezL64","M",360,"2021/1/7 17:37","2021/1/7 19:04",5238,2,860,1080,220,2,NA,7,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,3,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,5,3,"",1,1,1,1,1,1,"中国","浙江省","丽水市","A.男",50,"C.大学专科",62,62
"626","o34xe0374_RkErYmJFqOtVh0PjzY","E",242,"2021/1/7 17:22","2021/1/7 17:44",1336,1,20,20,50,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,5,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,11,"",3,4,4,4,4,3,"中国","江苏省","","A.男",46,"B.高中/中专/技校",62,62
"628","o34xe037sbFLDIk-b7rBbkmBiHKQ","M",349,"2021/1/7 18:42","2021/1/7 18:48",405,1,60,50,10,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,2,1,2,3,3,3,1,3,2,2,1,3,2,4,4,3,4,2,4,4,1,"",3,2,1,3,1,2,"中国","湖南省","岳阳市","A.男",24,"C.大学专科",38,38
"629","o34xe038Bw5AzScplcYMtWKBx1uU","E",29,"2021/1/7 17:19","2021/1/7 17:21",108,1,240,240,100,1,2,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,"",2,2,2,2,2,2,"中国","北京市","北京市","B.女",38,"E.硕士及以上",2,2
"631","o34xe039yGZbu_AlttQea8lkVKR8","M",365,"2021/1/7 19:16","2021/1/7 19:21",320,3,365,365,180,1,2,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5,4,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5,9,"",2,3,2,2,2,2,"中国","浙江省","","A.男",32,"B.高中/中专/技校",62,58
"633","o34xe03AGg84TxGP9tlPNRk8I6sY","M",208,"2021/1/7 17:23","2021/1/7 17:39",951,2,1,16,10,2,NA,1,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,2,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,4,5,1,"",2,4,2,1,1,2,"中国","广东省","","B.女",25,"E.硕士及以上",50,62
"634","o34xe03aMWb8I4UUW76raqk5xwkw","E",213,"2021/1/7 17:18","2021/1/7 17:38",1154,1,90,80,10,3,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,65,1,2,2,1,3,4,1,1,2,2,4,4,4,4,4,1,3,3,4,5,9,"",2,4,2,2,2,1,"中国","安徽省","","A.男",21,"E.硕士及以上",14,18
"635","o34xe03bCsdQgYCnV1xvYHWS_ZUM","E",385,"2021/1/7 19:15","2021/1/7 19:17",95,2,1,2,3,1,4,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,36,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,7,"",1,1,1,2,1,2,"中国","广西壮族自治区","北海市","A.男",25,"D.大学本科",62,62
"636","o34xe03bdG59XIcUh8otNca_XLrw","E",123,"2021/1/7 17:22","2021/1/7 17:26",242,3,150,150,50,3,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,"",2,2,2,2,2,2,"中国","内蒙古自治区","","A.男",38,"D.大学本科",2,62
"637","o34xe03bvfj-NsmoyCchLllKzBx0","C",331,"2021/1/7 18:03","2021/1/7 18:20",1033,2,200,365,120,2,NA,7,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,11,1,2,2,1,3,3,2,2,1,1,1,1,2,2,3,1,2,2,4,4,8,"",2,2,2,3,3,2,"中国","广东省","","B.女",36,"C.大学专科",30,26
"639","o34xe03cduf2iQ96USNZUIaja4u8","M",108,"2021/1/7 17:15","2021/1/7 17:25",610,2,21900,21900,1460,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,1,1,1,1,1,4,2,1,4,4,1,3,1,1,2,3,7,1,"",1,4,2,2,2,1,"中国","广东省","揭阳市",NA,NA,NA,62,62
"640","o34xe03cjETD_S7P7j47arHwRm-4","C",159,"2021/1/7 17:23","2021/1/7 17:29",364,2,88,120,20,2,NA,6,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,2,1,2,1,2,2,1,1,1,1,2,2,2,3,3,1,1,2,2,3,8,"",1,3,2,2,2,1,"中国","上海市","上海市","A.男",28,"D.大学本科",62,62
"641","o34xe03CjwBtti44AX0OT_bBUesA","E",369,"2021/1/7 18:51","2021/1/7 18:56",324,3,280,280,200,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,1,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,3,9,"",2,2,2,1,1,2,"中国","吉林省","","B.女",20,"D.大学本科",34,34
"642","o34xe03CKer1Xh1jQy7ijnb9MZy4","E",56,"2021/1/7 17:17","2021/1/7 17:23",324,2,300,400,100,3,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,6,9,"",2,3,2,1,1,2,"中国","江西省","","B.女",33,"C.大学专科",50,50
"643","o34xe03D4viu_EP6ij3EME38Wv18","E",422,"2021/1/7 21:12","2021/1/7 21:18",392,3,300,350,100,2,NA,7,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,3,3,9,"",1,2,1,3,2,2,"中国","黑龙江省","齐齐哈尔市","B.女",27,"A.初中及以下",6,50
"644","o34xe03DEXuYnqBHNeAf1DfABV14","M",437,"2021/1/8 6:26","2021/1/8 6:30",255,2,0.5,1,200,2,NA,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,"",2,2,2,2,2,2,"中国","广东省","","A.男",42,"D.大学本科",2,2
"645","o34xe03dV9gUyZ8GeLf2hQAsGflE","M",65,"2021/1/7 17:16","2021/1/7 17:22",373,2,87,65,100,2,NA,3,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,1,1,3,2,2,1,1,3,2,1,2,1,1,2,2,3,5,2,"",1,2,1,1,1,2,"中国","广东省","广州市","A.男",21,"D.大学本科",34,62
"646","o34xe03dXLDKmtDdYRzVawy84wbc","E",237,"2021/1/7 17:20","2021/1/7 17:43",1414,3,197,180,120,1,1,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,10,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,3,9,"",2,2,2,2,2,3,"中国","上海市","上海市","B.女",32,"C.大学专科",30,2
"647","o34xe03E2vvPij6JRHXsjG8-LmXI","E",362,"2021/1/7 18:40","2021/1/7 18:42",133,1,5,8,6,1,4,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,"",1,1,1,1,1,1,"中国","天津市","天津市","B.女",38,"D.大学本科",2,2
"649","o34xe03eUbhc7NBKONeuuUrzwBsQ","E",44,"2021/1/7 17:20","2021/1/7 17:22",121,1,30,30,200,2,NA,1,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5,1,1,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,3,3,5,9,"",2,2,1,3,3,2,"中国","辽宁省","","A.男",30,"D.大学本科",42,42
"650","o34xe03evrL1otS3N0XGkc_nymrg","M",323,"2021/1/7 18:17","2021/1/7 18:24",384,2,1,365,200,2,NA,1,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,1,1,3,2,1,3,2,2,1,2,1,3,1,1,1,1,1,1,3,4,11,"碳排放意识调查",2,2,2,2,2,2,"中国","上海市","上海市","A.男",30,"E.硕士及以上",62,62
"651","o34xe03EYMY0wH81KkqfUzXeuJbg","M",289,"2021/1/7 17:51","2021/1/7 18:03",678,2,12,15,20,2,NA,1,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"",1,1,1,1,1,1,"中国","浙江省","","B.女",27,"C.大学专科",14,62
"652","o34xe03fgrGdylMub24axK5ZvI0w","M",74,"2021/1/7 17:16","2021/1/7 17:23",411,2,12,24,6,1,6,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,"",1,1,1,1,1,1,"中国","山东省","潍坊市","A.男",47,"A.初中及以下",62,62
"653","o34xe03fVi1c2AhrmdU_YtdiLhys","E",189,"2021/1/7 17:30","2021/1/7 17:33",182,3,123,456,34,1,5,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12,3,1,3,3,2,4,1,3,4,3,3,1,3,2,2,2,3,2,3,1,4,"",3,1,3,1,2,4,"中国","山东省","青岛市","B.女",23,"B.高中/中专/技校",38,50
"654","o34xe03FXZ2QNj8Y3OoCzvWyS3hM","E",398,"2021/1/7 18:01","2021/1/7 19:51",6572,1,7,6,0.5,1,9,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6,1,1,2,2,2,2,1,2,1,2,2,3,2,3,3,1,3,2,3,5,2,"",2,3,2,3,3,3,"中国","湖北省","黄石市","A.男",32,"D.大学本科",30,34
"655","o34xe03g5dRSPh3hMAP9nxhfvVBI","C",430,"2021/1/7 22:41","2021/1/7 22:48",424,2,20,40,50,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,1,2,2,1,3,1,1,2,1,1,2,1,1,3,1,1,1,2,5,3,"",2,3,1,2,2,2,"中国","甘肃省","兰州市","A.男",24,"E.硕士及以上",62,62
"656","o34xe03gDto2d6zV-XSkkITv6c50","M",455,"2021/1/8 12:24","2021/1/8 12:31",368,2,200,300,50,1,4,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,12,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,"",1,1,1,1,1,1,"中国","山西省","阳泉市","B.女",32,"D.大学本科",2,2
"657","o34xe03H4zTay_w5YZ0tiyfutY6w","C",2,"2021/1/7 17:16","2021/1/7 17:17",44,3,699,900,9000,1,4,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,9,2,2,1,1,3,1,1,3,3,1,1,4,1,3,4,1,3,2,3,1,4,"",4,3,2,3,3,1,"中国","湖北省","鄂州市",NA,NA,NA,62,2
"658","o34xe03H6dxRkJOx2uZ60Yl1fb0I","M",191,"2021/1/7 17:28","2021/1/7 17:36",483,2,50,80,180,2,NA,6,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,1,1,2,1,1,2,1,1,2,1,2,2,2,3,3,1,1,2,2,4,2,"",3,3,2,2,2,2,"中国","山西省","太原市","A.男",35,"D.大学本科",62,62
"659","o34xe03hk72uYStPSZfuA3q47hnA","C",264,"2021/1/7 17:33","2021/1/7 17:50",1002,2,180000,180000,2000,3,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,3,1,4,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,2,11,"节约用电。人人有责",1,4,4,1,1,1,"中国","山东省","","B.女",33,"A.初中及以下",62,62
"660","o34xe03HWGJol2uGXXbGgzwkTuzY","C",71,"2021/1/7 17:16","2021/1/7 17:23",406,3,240,240,20,2,NA,2,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,10,2,4,2,3,3,3,2,1,2,2,2,2,2,3,3,2,2,3,3,6,1,"",2,3,2,2,2,3,"中国","湖南省","长沙市","A.男",26,"C.大学专科",42,42
"661","o34xe03HzkSNCOxU2w3_3-981ogw","M",293,"2021/1/7 17:59","2021/1/7 18:05",355,3,360,240,360,1,2,NA,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,5,1,2,2,1,1,1,1,2,1,2,2,2,3,2,1,2,2,3,5,5,"",2,3,3,3,2,1,"中国","广东省","惠州市","B.女",37,"C.大学专科",50,62
"662","o34xe03i-C2esG_UNyOpg2nz3krw","M",343,"2021/1/7 18:11","2021/1/7 18:40",1740,2,86.4,172.8,251.032,2,NA,5,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.5,4,1,3,2,1,2,1,1,1,1,2,2,2,3,3,1,2,2,3,5,8,"",1,2,2,3,2,2,"中国","天津市","天津市","B.女",25,"D.大学本科",62,62
"663","o34xe03I2kuV6DaRi3G-J175CWPU","E",276,"2021/1/7 17:41","2021/1/7 17:52",667,2,100,150,50,2,NA,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,11,"对环保以及碳排放量的认识",2,2,2,2,3,3,"中国","江苏省","","B.女",32,"D.大学本科",62,62
"664","o34xe03IFiI4OSt3yL7R1T_1XNW4","M",161,"2021/1/7 17:25","2021/1/7 17:31",366,1,5000,3000,2000,3,NA,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,10,1,1,1,1,1,3,3,1,1,2,2,2,1,2,2,1,1,1,2,4,3,"",1,1,2,1,2,2,"中国","浙江省","","A.男",29,"B.高中/中专/技校",18,18
"665","o34xe03IvN2FldtWyEu-1U7m_k9U","E",10,"2021/1/7 17:17","2021/1/7 17:19",150,2,87.6,87.6,500,2,NA,4,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,12,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,"",1,1,1,1,1,1,"中国","湖南省","","A.男",39,"D.大学本科",2,2
"666","o34xe03J5NBeosVkQ6pgezE9zuk4","C",105,"2021/1/7 17:17","2021/1/7 17:24",459,2,9,90,80,2,NA,2,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4.5,1,1,2,1,1,3,2,1,1,2,2,2,2,2,2,2,2,3,3,4,2,"",2,2,3,2,2,2,"中国","广东省","江门市","B.女",31,"D.大学本科",62,62
"668","o34xe03KBSr8c-_TI2mfucpNAlQI","E",359,"2021/1/7 18:32","2021/1/7 18:40",533,3,50,50,100,3,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,"",2,1,1,1,1,2,"中国","北京市","北京市","B.女",30,"D.大学本科",34,62
"669","o34xe03kIio_8NmHteJXxn2O_NAQ","M",295,"2021/1/7 18:00","2021/1/7 18:05",294,1,82000,75000,200,2,NA,4,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,15,1,1,2,1,1,2,1,3,2,2,1,2,1,1,2,1,2,2,2,2,1,"",1,2,1,2,1,2,"中国","陕西省","","B.女",37,"A.初中及以下",14,62
